						
	연번	경로당 명	주  소	회원수	"경로당
개설일"	"비고
(휴지/휴지시작연도)"
	1948	목동2차우성(아)(2단지) 팔각정-할머니방	목동남로4길 6-23(신정동)	 19 	1999-01-25	
	1949	목동2차우성(아) 우정경로당(2단지)-할아버지방	목동남로4길 6-46(신정동)	 36 	2011-04-01	
	1950	목동3차우성(아)	목동남로4길 20(신정동)	 23 	2001-02-26	
	1951	강변월드메르디앙경로당	양천로 63길 51	0	2012.02	휴지/2018
	1952	강변코아루아파트경로당	양천로71길 54 	25	2009.11	
	1953	강변(염창)한솔솔파크아파트경로당	양천로63길 38	22	2005.07	
	1954	강변현대홈타운아파트경로당	양천로75길 19 	18	2005.06	
	1955	관음삼성아파트경로당	양천로 656	0	1997.10	휴지/2014
	1956	극동상록수아파트경로당	공항대로71길 31	0	2000.08	휴지/2018
	1957	금호타운아파트경로당	양천로 595 	0	1999.09	휴지/2019
	1958	길훈아파트경로당	양천로65길 45 	21	1999.12	
	1959	대림아파트경로당	공항대로75길 42 	20	2000.08	
	1960	동아3차아파트경로당	양천로 731 	0	1999.07	휴지/2017
	1961	무학아파트경로당	양천로77길 45 	29	2000.04	
	1962	벽산늘푸른경로당	양천로63길 52 	34	2009.06	
	1963	보람더하임아파트경로당	양천로 666 	23	2009.02	
	1964	염창강변경로당	양천로77길 58-25 	32	1988.11	
	1965	삼정그린코아아파트경로당	공항대로75길 30 	22	2001.12	
	1966	쌍용예가아파트경로당	양천로613	27	2017.02	
	1967	신동아아파트경로당	양천로67길 32	21	1996.08	
	1968	아리수경로당	양천로71길 38 	0	2009.06	휴지/2018
	1969	염창경로당	양천로73길 36 	47	1967.10	
	1970	염창2차한화꿈에그린아파트경로당	공항대로63길 16 	0	2006.04	휴지/2017
	1971	염창강변성원아파트경로당	양천로69길 65 	0	2001.12	휴지/2014
	1972	염창극동아파트경로당	양천로69길 18 	26	2001.03	
	1973	염창롯데캐슬아파트경로당	공항대로65길 21 	24	2005.03	
	1974	염창삼성하나로아파트경로당	양천로73길 5	22	1995.01	
	1975	염창우성1차아파트경로당	양천로67길 77 	22	1991.05	
	1976	염창우성2차아파트경로당	양천로67길 54 	0	1994.03	휴지/2017
	1977	염창동아1차아파트청솔경로당	양천로 69길 58	22	1998.06	
	1978	"염창한강동아아파트
경로당"	양천로 73길 80	27	1999.01	
	1979	염창현대1차 아파트경로당	양천로75길 57 	22	1994.12	
	1980	염창우성3차아파트경로당	공항대로63길 14 	0	1996.11	휴지/2014
	1981	증미경로당	양천로 603-7	18	2002.09	
	1982	태영송화아파트경로당	공항대로61길 60 	20	2000.10	
	1983	태진한솔아파트경로당	공항대로71길 54 	20	1995.06	
	1984	한화꿈에그린아파트경로당	공항대로75길 17 	21	2005.04	
	1985	등서경로당	화곡로68길 8	49	1988.11	리모델링 중/2020
	1986	등촌경로당	화곡로66길 186-12	56	1985.11	
	1987	대동황토방아파트경로당	공항대로59길 103 	32	2001.01	
	1988	대동황토방2차아파트경로당	공항대로55길 50 	31	2004.06	
	1989	등촌현대아파트경로당	공항대로45길 24 	20	2001.06	
	1990	라인아파트경로당	화곡로68길 33 	20	1998.12	
	1991	보람2차아파트경로당	화곡로 390 	25	2003.08	
	1992	삼성한사랑아파트경로당	양천로66길 6	0	1999.08	휴지/2015
	1993	서광아파트경로당	공항대로45길 68-6	20	2000.05	
	1994	신원아파트경로당	화곡로 66길 50	26	2003.12	
	1995	코오롱아파트경로당	화곡로66길 90 	25	1999.12	
	1996	코오롱3차아파트경로당	공항대로55길 19 	28	2004.08	
	1997	태영아파트경로당	양천로 590 	31	1999.10	
	1998	한사랑2차삼성아파트경로당	공항대로59길 64 	0	2000.07	휴지/2014
	1999	능안경로당	등촌로39마길 3 	35	1987.12	리모델링 중/2020
	2000	두보빌라경로당	등촌로39가길 42	21	1991.11	
	2001	등촌동 대림아파트경로당	등촌로 137 	27	2002.12	
	2002	등촌동 아이파크2단지경로당	등촌로 163 	18	2004.06	
	2003	등촌임광아파트경로당	등촌로 113	31	2001.11	
	2004	등촌I-Park 1단지아파트경로당	등촌로 163	32	2004.06	
	2005	삼형그레이스빌아파트경로당	등촌로 91 	35	2008.05	
	2006	태진아름아파트경로당	등촌로53길 39 	15	1996.05	
	2007	대림아파트경로당	공항대로39길 100 	22	1996.05	
	2008	동성아파트경로당	강서로68길 108 	34	1996.06	
	2009	등촌10단지아파트경로당	화곡로63가길 71 	24	1996.06	
	2010	등촌11단지아파트경로당	공항대로43길 39 	26	2005.05	
	2011	등촌3주공아파트경로당	강서로56나길 37	23	1996.05	
	2012	등촌4단지아파트경로당	공항대로39길 59	137	1995.10	
	2013	등촌5단지아파트경로당	공항대로39길 74	38	1996.02	
	2014	등촌6단지아파트경로당	화곡로63가길 18 	26	1996.05	
	2015	등촌7단지경로당	공항대로43길 104	79	1995.06	
	2016	등촌9단지아파트경로당	화곡로63가길 92	106	1995.07	
	2017	등촌동월드메르디앙아파트경로당	양천로 420 	31	2005.03	
	2018	등촌주공1단지경로당	강서로68길 36	110	1995.01	
	2019	등촌주공2단지아파트경로당	강서로68길 36	15	2004.11	
	2020	미주진로아파트경로당	공항대로 351-21	24	1995.05	
	2021	부영아파트경로당	강서로56나길 110 	33	1995.05	
	2022	주공8단지아파트경로당	공항대로43길 104	11	1995.10	
	2023	거성경로당	초록마을로 65	22	1987.03	
	2024	화곡본동천주교회경로당	까치산로2길 43	34	2002.05	
	2025	봉제경로당	까치산로18길 62 	35	1989.05	
	2026	초록동경로당	초록마을로14길 36 	51	2003.02	
	2027	화촌경로당	까치산로4길 30-21	54	1993.10	
	2028	곰달래경로당	월정로20길 38 	43	1989.09	
	2029	공원경로당	가로공원로77길 30 	56	1994.01	
	2030	구립예촌경로당	곰달래로 83-1 	82	2002.03	
	2031	까치산경로당	강서로17나길 99 	32	1984.05	
	2032	화곡대림아파트경로당	월정로 160 	0	1993.06	휴지/2019
	2033	해태경로당	강서로7길 28	27	2015.05	
	2034	골안말경로당	곰달래로45길 17	20	1993.01	
	2035	하마터경로당	곰달래로36길 22 	27	1993.01	
	2036	수명경로당	화곡로15길 18 	30	1990.09	
	2037	푸른경로당	강서로45다길 74	28	1987.11	
	2038	화곡초록아파트경로당	강서로45다길 30-27 	29	2000.04	
	2039	화곡푸르지오아파트경로당	화곡로13길 107	55	2003.03	
	2040	희훈리치파크아파트경로당	강서로45다길 30-17 	34	2003.06	
	2041	무지개경로당	곰달래로57가길 19	36	2000.01	
	2042	신곡경로당	곰달래로49길 130	30	2001.12	
	2043	화친경로당	강서로8길 203 	29	1990.09	
	2044	태영방송인아파트경로당	등촌로13자길 74	28	2001.06	
	2045	우장산롯데캐슬아파트경로당	공항대로 382	23	2004.04	
	2046	우장산롯데3차아파트경로당	우장산로 92 	0	2006.02	휴지/2018
	2047	연지경로당	화곡로 58길 30-7	30	2010.11	
	2048	우장산경로당	화곡로53길 56-10	31	1989.11	
	2049	중앙경로당	화곡로44가길 52-4	38	1988.08	
	2050	한화꿈에그린아파트경로당	우장산로 103	0	2005.12	휴지/2016
	2051	화곡2차보람아파트경로당	공항대로 48길 12	0	2005.05	휴지/2018
	2052	미성아파트경로당	초록마을로 176 	0	1989.06	휴지/2018
	2053	안골경로당	강서로18아길 15-9	24	1989.10	
	2054	약수경로당	초록마을로32길 32 	21	1987.03	
	2055	일심경로당	곰달래로30길 14 	34	1989.05	
	2056	화곡경로당	강서로12길 15-10 	54	1974.10	
	2057	강서월드메르디앙아파트경로당	공항대로42길 54-26 	53	2007.05	
	2058	강서힐스테이트아파트 골든클럽	우현로 67, 골든클럽(124동앞)(화곡동,강서힐스테이트)	78	2015.05	
	2059	내발산경로당	우장산로 24-7	21	2001.01	
	2060	봉바위경로당	강서로34길 34 	33	1988.09	
	2061	원당경로당	강서로52길 72 	20	1990.07	
	2062	우장산아이파크 e-편한세상경로당	강서로 266 	20	2008.06	임시휴지(회장 공석)/2020
	2063	우장산힐스테이트아파트경로당	강서로 348 	49	2006.02	
	2064	우장산SK뷰아파트경로당	우현로 26 	18	2009.03	
	2065	가양(읍내)경로당	양천로47나길 48-6	29	2002.09	
	2066	가양1단지아파트경로당	"강서로 532 
동신대아아파트"	46	1993.11	
	2067	가양2단지아파트경로당	허준로 47 	23	1993.05	
	2068	가양보람아파트경로당	양천로53길 66 	0	2012.03	휴지/2018
	2069	마곡경로당	양천로30길 20 	32	2003.01	
	2070	성재정경로당	강서로74길 11 	35	1988.05	
	2071	후포경로당	양천로47길 104 	24	1984.04	
	2072	마곡금호어울림아파트경로당	양천로47길 94	0	2012.09	휴지/2018
	2073	마곡벽산아파트경로당	양천로47길 118 	42	2000.03	
	2074	마곡신안아파트경로당	양천로30길 123-9	0	1994.04	휴지/2016
	2075	마곡엠밸리4단지아파트경로당	마곡서로 175 	31	2015.05	
	2076	신안빌라경로당	방화대로34길 120	20	2003.02	
	2077	한강타운아파트경로당	허준로 23 	27	1993.12	
	2078	한보구암아파트경로당	허준로 76 	22	1997.04	
	2079	한솔솔파크아파트경로당	양천로30길 77 	26	2007.06	
	2080	한강자이아파트경로당	양천로55길 55	15	2014.11	
	2081	가양4단지경로당	양천로57길 37	176	1993.10	
	2082	가양5종합사회복지관경로당	양천로 57길 36	140	1993.05	
	2083	가양우성아파트경로당	양천로 489 	20	1991.05	
	2084	가양중앙하이츠아파트경로당	허준로 55-20 	34	1999.11	
	2085	강변(3-2단지)아파트경로당	허준로 139	22	1993.12	
	2086	대림경동아파트경로당	허준로 121 	25	1994.02	
	2087	가양6단지아파트경로당	허준로 175 	31	1993.06	
	2088	가양8단지아파트경로당	허준로 176 	46	1993.05	
	2089	가양7종합사회복지관(정우)경로당	허준로 209	111	1993.02	
	2090	가양9-1단지아파트경로당	허준로 224 	71	1993.05	
	2091	가양9-2단지(청송)아파트경로당	허준로 234 	33	1993.08	
	2092	강나루현대아파트경로당	양천로 507 	33	1999.10	
	2093	강나루현대2차아파트경로당	양천로 497 	22	2010.03	
	2094	빛고을우방아파트경로당	양천로 521	0	2001.06	휴지/2015
	2095	발음경로당	강서로47길 61-21 	43	1988.11	
	2096	신광명경로당	남부순환로19길 105 	27	1992.08	
	2097	마곡수명산파크1단지아파트경로당	강서로47길 108 	41	2008.06	
	2098	마곡수명산파크2단지아파트경로당	강서로47길 158	30	2008.03	
	2099	마곡수명산파크3단지아파트경로당	수명로1길 110 	20	2008.05	
	2100	마곡수명산파크4단지아파트경로당	수명로1길 16 	18	2008.10	
	2101	마곡수명산파크5단지아파트경로당	수명로2길 105	20	2009.09	
	2102	마곡수명산파크6단지아파트경로당	수명로2길 63	23	2008.04	
	2103	마곡수명산파크7단지아파트경로당	수명로2가길 22	17	2009.09	
	2104	마곡엠밸리14단지아파트경로당	마곡중앙로 33	31	2015.03	
	2105	마곡엠밸리15단지아파트경로당	마곡중앙로 36	44	2015.07	
	2106	강서센트레빌4차아파트경로당	남부순환로 11(공항동)	30	2009.09	
	2107	공항경로당	공항대로2가길 5-3 	0	1968.04	휴지/2018
	2108	다솔경로당	방화대로6길 24-3	59	2005.05	
	2109	동부경로당	공항대로8길 33-9	21	1978.05	
	2110	마곡엠밸리10단지아파트경로당	마곡중앙1로 72	49	2018.03	
	2111	마곡엠밸리12단지아파트경로당	공항대로140	0	2018.06	휴지/2018
	2112	마곡엠밸리13단지아파트경로당	마곡중앙1로 71	33	2018.11	
	2113	산우물경로당	방화대로21가길 18 	23	1998.11	
	2114	장미경로당	방화대로7다길 35-18 	38	1990.09	
	2115	개화산동부센트레빌아파트경로당	양천로3길 17 	30	2004.02	
	2116	마곡푸르지오경로당	방화대로34길 88	26	2009.05	
	2117	마곡엠밸리1단지아파트경로당	마곡 서1로 131	36	2016.09	
	2118	마곡엠밸리2단지아파트경로당	마곡 서1로 146	25	2017.08	
	2119	마곡엠밸리3단지아파트경로당	마곡 서1로 132	29	2016.10	
	2120	마곡엠밸리5단지아파트경로당	마곡서1로 111-11	22	2015.05	
	2121	마곡엠밸리6단지아파트경로당	마곡서1로 100	61	2016.08	
	2122	마곡엠밸리7단지아파트경로당	마곡서로133	23	2016.01	
	2123	마곡힐스테이트경로당	마곡중앙3로 74	33	2016.09	
	2124	마곡삼성아파트경로당	방화대로34길 113 	21	2005.05	
	2125	마곡우림필유아파트경로당	양천로28길 29 	24	2004.08	
	2126	마곡현대아파트경로당	양천로 140	25	2000.10	
	2127	방화동부센트레빌아파트경로당	방화대로 45길 32	12	2004.05	
	2128	방화한진로즈힐아파트경로당	양천로24가길 59 	25	2005.03	
	2129	삼성꽃마을아파트경로당	양천로18길 27	21	1999.11	
	2130	신동아아파트경로당	방화대로37길 15 	21	1996.06	
	2131	월드메르디앙아파트경로당	양천로1길 117 	24	2005.03	
	2132	대한항공정우회경로당	양천로24길 108 	34	2008.01	
	2133	마곡청구아파트경로당	양천로26길 103 	24	2000.10	
	2134	동부경로당	양천로28길 12-9	19	1986.12	
	2135	한미아파트경로당	양천로23길 8	15	1989.05	
	2136	방화구립경로당	방화대로37길 47-5	33	1981.03	
	2137	현대아파트경로당	방화대로37길 26 	18	1995.02	
	2138	복종경로당	양천로7길 11 	38	1988.12	
	2139	일심경로당	방화대로 297-9	37	1987.04	
	2140	방신서광아파트경로당	양천로14길 17 	30	2004.05	
	2141	방화12아파트경로당	양천로6길 28 	34	1995.02	
	2142	방화3차우림필유경로당	양천로14길 118 	0	2005.11	휴지/2015
	2143	방화동신안네트빌아파트경로당	"양천로14길 37,
102-604"	30	2003.04	
	2144	방화동e-편한세상아파트경로당	양천로6길 57	22	2004.05	
	2145	개화경로당	개화동로5길 3-66 	47	1980. 01	
	2146	내촌경로당	개화동로13길 12-8 	65	1980. 04	
	2147	방화경로당	개화동로23길 26 	39	1985. 10	
	2148	방화11단지복지관(장수)경로당	개화동로21길 4	81	1995.06	
	2149	상사경로당	개화길 52 	52	1979.10.	
	2150	개화아파트경로당	금낭화로 167 	25	1994.10	
	2151	동성아파트경로당	금낭화로23길 8	22	1994.08	
	2152	동일스위트리버아파트경로당	금낭화로24가길 28 	23	2005.06	
	2153	방화5단지아파트경로당	금낭화로 287-19 	23	1995.02	
	2154	방화9단지아파트경로당	양천로11길 57 	50	1996.07	
	2155	방화진로아파트경로당	금낭화로 258	33	1998.02	
	2156	삼익삼환아파트경로당	방화대로47가길 22 	24	1995.05	
	2157	상록수아파트경로당	방화대로48길 40 	25	1994.08	
	2158	서광아파트경로당	양천로 27길 129	84	1999.05	
	2159	장미(방화1단지)아파트경로당	양천로 125 	47	1998.04	
	2160	청솔아파트경로당	방화대로47길 55	25	1997.08	
	2161	한숲대림아파트경로당	방화대로50길 7	0	2000.01	휴지/2018
	2162	방화2종합사회복지관경로당	방화대로48길 40	155	1998.04	
	2163	방화6단지아파트경로당	금낭화로23길 25	55	1995.07	
	2164	능말경로당	금낭화로19길 7-3	27	1998.04	
	2165	치현경로당	금낭화로24가길 40 	47	1973. 10.	
	2166	개화산경남아너스빌아파트경로당	양천로 14가길 23	0	2007.11	휴지/2013
	2167	중앙하이츠 아파트경로당	강서로 17가길 46	0	1989.05	휴지/2013
	2168	e편한세상염창아파트경로당	공항대로 583	0	2020.06	
	2169	송학	구로구 구로중앙로42길 110-43 (신도림동, 293-9) -2층	45	1976	
	2170	신도림(아)	구로구 경인로 619-50 (신도림동 435-10,211호)	28	1968	
	2171	미성(아)	구로구 신도림로11가길 36 (신도림동, 290)-2층	36	1991	
	2172	신성은하수(아)	구로구 경인로66길 5 (신도림동, 640)	20	1998	
	2173	신도림현대(아)	구로구 신도림로19길 16 (신도림동, 641)	25	1999	
	2174	동아1차(아)	구로구 신도림로 87 (신도림동, 643)	32	2000	
	2175	동아2차(아)	구로구 경인로 643 (신도림동, 644)-2층	44	2000	
	2176	동아3차(아)	구로구 신도림로 78 (신도림동, 645)	29	2001	
	2177	우성1차(아)	구로구 신도림로 110 (신도림동, 312-17)	20	2002	
	2178	우성2차(아)	구로구 신도림로 105 (신도림동, 639)	30	1993	
	2179	우성3차(아)	구로구 신도림로21길 25 (신도림동, 637) 	30	1994	
	2180	우성5차(아)	구로구 신도림로21길 21 (신도림동, 638)-지하	23	1998	
	2181	대림1차(아)	구로구 신도림로 16 (신도림동, 642) 	22	2000	
	2182	대림2차(아)	구로구 신도림로 16 (신도림동, 642) 	32	2002	
	2183	대림3차(아)	구로구 신도림로 11 (신도림동, 691)	18	2002	
	2184	대림4차e-편안세상(아)	구로구 경인로65길 16-15 (신도림동, 646) 	31	2003	
	2185	대림5차(아)	구로구 신도림로 32 (신도림동, 647)	21	2004-06-18	
	2186	신도림7차e-편한세상(아)	구로구 신도림로 56-13 (신도림동, 649)	24	2004-12-30	
	2187	디큐브시티(아)	구로구 경인로 662 (신도림동, 692)-2층	18	2013.02.14	
	2188	현대상선(아)	구로구 구일로10길 53 (구로1동, 685-147)	10	1987	
	2189	현대연예인(아)	구로구 구일로4길 46 (구로1동, 685-70)	25	1989	
